Var,availRatio,nonZeroRatio
Var53, 1.0, 0.0029799999999999827
Var54, 1.0, 0.0027199999999999447
Var55, 1.0, 0.0018599999999999728
Var56, 1.0, 0.00041999999999997595
Var57, 1.0, 2.0000000000020002e-05
Var58, 1.0, 4.0000000000040004e-05
Var59, 1.0, 0.014619999999999966
Var60, 1.0, 0.0
Var61, 1.0, 0.0008200000000000429
Var62, 1.0, 0.0
Var63, 1.0, 0.0011200000000000099
Var64, 1.0, 0.0
Var65, 1.0, 0.00021999999999999797
Var66, 1.0, 7.999999999996898e-05
Var67, 1.0, 0.0
Var68, 1.0, 0.0045199999999999685
Var69, 1.0, 0.0030400000000000427
Var70, 1.0, 0.024920000000000053
Var71, 1.0, 0.0
Var72, 1.0, 0.000260000000000038
Var73, 1.0, 0.0019400000000000528
Var74, 1.0, 0.0036599999999999966
Var75, 1.0, 0.027100000000000013
Var76, 1.0, 0.0043999999999999595
Var77, 1.0, 0.85608
Var78, 1.0, 0.0032799999999999496
Var79, 1.0, 0.0031600000000000517
Var80, 1.0, 0.0027199999999999447
Var81, 1.0, 0.56462
Var82, 1.0, 0.34843999999999997
Var83, 1.0, 9.999999999998899e-05
Var84, 1.0, 0.0016399999999999748
Var85, 1.0, 0.060899999999999954
Var86, 1.0, 0.87428
Var87, 1.0, 0.0044800000000000395
Var88, 1.0, 0.015580000000000038
Var89, 1.0, 0.03590000000000004
Var90, 1.0, 0.0005399999999999849
Var91, 1.0, 0.0012199999999999989
Var92, 1.0, 0.98622
Var93, 1.0, 0.00017999999999995797
Var94, 1.0, 0.02061999999999997
Var95, 1.0, 0.021240000000000037
Var96, 1.0, 0.2863
Var97, 1.0, 5.999999999994898e-05
Var98, 1.0, 0.0024800000000000377
Var99, 1.0, 0.0009000000000000119
Var100, 1.0, 4.0000000000040004e-05
Var101, 1.0, 9.999999999998899e-05
Var102, 1.0, 0.012340000000000018
Var103, 1.0, 0.0009799999999999809
Var104, 1.0, 0.00039999999999995595
Var105, 1.0, 0.00012000000000000899
Var106, 1.0, 0.0
Var107, 1.0, 0.0011200000000000099
Var108, 1.0, 0.0024600000000000177
Var109, 1.0, 0.0
Var110, 1.0, 0.00029999999999996696
Var111, 1.0, 0.12004000000000004
Var112, 1.0, 0.01737999999999995
Var113, 1.0, 0.00017999999999995797
Var114, 1.0, 0.00017999999999995797
Var115, 1.0, 0.0014999999999999458
Var116, 1.0, 0.0005399999999999849
Var117, 1.0, 0.0015199999999999658
Var118, 1.0, 0.0009599999999999609
Var119, 1.0, 0.0016599999999999948
Var120, 1.0, 0.0017599999999999838
Var121, 1.0, 0.0
Var122, 1.0, 0.0007000000000000339
Var123, 1.0, 0.0006800000000000139
Var124, 1.0, 0.00039999999999995595
Var125, 1.0, 0.0
Var126, 1.0, 0.0
Var127, 1.0, 0.017800000000000038
Var128, 1.0, 0.5178
Var129, 1.0, 0.0042999999999999705
Var130, 1.0, 0.000260000000000038
Var131, 1.0, 0.0006399999999999739
Var132, 1.0, 0.0
Var133, 1.0, 0.81218
Var134, 1.0, 0.0008200000000000429
Var135, 1.0, 0.027800000000000047
Var136, 1.0, 0.04966000000000004
Var137, 1.0, 2.0000000000020002e-05
Var138, 1.0, 0.0021799999999999597
Var139, 1.0, 0.04166000000000003
Var140, 1.0, 0.04461999999999999
Var141, 1.0, 0.0009400000000000519
Var142, 1.0, 0.0016599999999999948
Var143, 1.0, 0.0
Var144, 1.0, 0.0
Var145, 1.0, 0.0020999999999999908
Var146, 1.0, 7.999999999996898e-05
Var147, 1.0, 0.0012199999999999989
Var148, 1.0, 0.0021600000000000508
Var149, 1.0, 2.0000000000020002e-05
Var150, 1.0, 0.00038000000000004697
Var151, 1.0, 0.00024000000000001798
Var152, 1.0, 7.999999999996898e-05
Var153, 1.0, 2.0000000000020002e-05
Var154, 1.0, 0.0040200000000000236
Var155, 0.0, 1.0
Var156, 1.0, 0.000260000000000038
Var157, 1.0, 0.00021999999999999797
Var158, 1.0, 0.00027999999999994696
Var159, 1.0, 0.006719999999999948
Var160, 1.0, 0.00029999999999996696
Var161, 1.0, 0.0030200000000000227
Var162, 1.0, 0.0040000000000000036
Var163, 1.0, 0.0035199999999999676
Var164, 1.0, 0.0
Var165, 1.0, 0.04308000000000001
Var166, 1.0, 0.99442
Var167, 1.0, 0.0
Var168, 0.89982, 0.95558
Var169, 1.0, 0.007299999999999973
Var170, 1.0, 0.0034399999999999986
Var171, 1.0, 0.0
Var172, 0.47712, 0.99992
Var173, 1.0, 0.0
Var174, 1.0, 0.005959999999999965
Var175, 1.0, 0.00012000000000000899
Var176, 1.0, 0.0031999999999999806
Var177, 1.0, 0.00878000000000001
Var178, 1.0, 0.0
Var179, 1.0, 0.0
Var180, 1.0, 0.06023999999999996
Var181, 0.89978, 0.99224
Var182, 1.0, 0.019379999999999953
Var183, 1.0, 0.0017599999999999838
Var184, 1.0, 0.0007000000000000339
Var185, 1.0, 0.0009000000000000119
Var186, 1.0, 0.0007800000000000029
Var187, 1.0, 0.00043999999999999595
Var188, 1.0, 0.0041600000000000525
Var189, 1.0, 0.00029999999999996696
Var190, 1.0, 0.0004999999999999449
Var191, 1.0, 0.0005199999999999649
Var192, 1.0, 0.85922
Var193, 1.0, 0.97384
Var194, 1.0, 2.0000000000020002e-05
Var195, 1.0, 0.00031999999999998696
Var196, 1.0, 0.0
Var197, 1.0, 0.027819999999999956
Var198, 1.0, 0.00021999999999999797
Var199, 1.0, 0.0
Var200, 1.0, 0.0012799999999999478
Var201, 1.0, 0.0022799999999999487
Var202, 1.0, 0.0025800000000000267
Var203, 1.0, 0.0014999999999999458
Var204, 1.0, 0.0
Var205, 1.0, 0.00027999999999994696
Var206, 1.0, 0.0005399999999999849
Var207, 1.0, 0.0
Var208, 1.0, 0.017819999999999947
Var209, 1.0, 0.00046000000000001595
Var210, 1.0, 0.0005600000000000049
Var211, 1.0, 0.00029999999999996696
Var212, 1.0, 0.99948
Var213, 1.0, 0.0041999999999999815
Var214, 1.0, 0.0009400000000000519
Var215, 1.0, 0.009179999999999966
Var216, 0.024819999999999953, 1.0
Var217, 1.0, 0.0018599999999999728
Var218, 1.0, 4.0000000000040004e-05
Var219, 1.0, 2.0000000000020002e-05
Var220, 1.0, 0.007480000000000042
Var221, 1.0, 0.0006800000000000139
Var222, 1.0, 0.0013199999999999878
Var223, 1.0, 0.0
Var224, 1.0, 0.000140000000000029
Var225, 1.0, 0.000140000000000029
Var226, 1.0, 0.0004999999999999449
Var227, 1.0, 0.0
Var228, 1.0, 0.017959999999999976
Var229, 1.0, 0.0017000000000000348
Var230, 1.0, 4.0000000000040004e-05
Var231, 1.0, 0.0041400000000000325
Var232, 1.0, 0.00021999999999999797
Var233, 1.0, 0.0
Var234, 1.0, 0.0049400000000000555
Var235, 1.0, 0.0006399999999999739
Var236, 1.0, 0.005059999999999953
Var237, 1.0, 0.055359999999999965
Var238, 1.0, 0.8018000000000001
Var239, 1.0, 0.05486000000000002
Var240, 1.0, 7.999999999996898e-05
Var241, 1.0, 0.023540000000000005
Var242, 1.0, 0.0017599999999999838
Var243, 1.0, 0.00029999999999996696
Var244, 1.0, 5.999999999994898e-05
Var245, 1.0, 0.0036800000000000166
Var246, 1.0, 0.0023199999999999887
Var247, 1.0, 0.0025600000000000067
Var248, 1.0, 7.999999999996898e-05
Var249, 1.0, 0.00029999999999996696
Var250, 1.0, 0.00029999999999996696
Var251, 1.0, 0.05576000000000003
Var252, 1.0, 0.0029599999999999627
Var253, 1.0, 0.86168
Var254, 1.0, 0.0013800000000000479
Var255, 1.0, 0.0007200000000000539
Var256, 1.0, 0.04818
Var257, 1.0, 0.0042200000000000015
Var258, 1.0, 0.0013199999999999878
Var259, 1.0, 0.06667999999999996
Var260, 1.0, 0.0
Var261, 1.0, 0.34550000000000003
Var262, 1.0, 0.0043199999999999905
Var263, 1.0, 0.02093999999999996
Var264, 1.0, 0.0009200000000000319
Var265, 1.0, 2.0000000000020002e-05
Var266, 1.0, 0.0
Var267, 1.0, 9.999999999998899e-05
Var268, 0.0, 1.0
Var269, 1.0, 0.0021400000000000308
Var270, 1.0, 0.0022199999999999998
Var271, 1.0, 0.24446
Var272, 1.0, 0.382
Var273, 1.0, 0.003920000000000035
Var274, 1.0, 0.0010200000000000209
Var275, 1.0, 0.0047599999999999865
Var276, 1.0, 0.00041999999999997595
Var277, 1.0, 0.0
Var278, 1.0, 0.0010200000000000209
Var279, 1.0, 0.0016599999999999948
Var280, 1.0, 0.95298
Var281, 1.0, 0.8497
Var282, 1.0, 0.03712000000000004
Var283, 1.0, 0.0044600000000000195
Var284, 1.0, 0.07398000000000005
Var285, 1.0, 0.0036399999999999766
Var286, 1.0, 7.999999999996898e-05
Var287, 1.0, 0.0004999999999999449
Var288, 1.0, 0.0031200000000000117
Var289, 1.0, 0.01322000000000001
Var290, 1.0, 7.999999999996898e-05
Var291, 1.0, 0.16942000000000002
Var292, 1.0, 0.029220000000000024
Var293, 1.0, 0.0
Var294, 1.0, 0.011560000000000015
Var295, 1.0, 0.009159999999999946
Var296, 1.0, 0.0034800000000000386
Var297, 1.0, 0.0004999999999999449
Var298, 1.0, 0.0021400000000000308
Var299, 1.0, 0.0018399999999999528
Var300, 1.0, 0.006399999999999961
Var301, 1.0, 0.00043999999999999595
Var302, 1.0, 0.009619999999999962
Var303, 1.0, 0.0027000000000000357
Var304, 1.0, 0.013000000000000012
Var305, 1.0, 0.0007800000000000029
Var306, 1.0, 0.0014600000000000168
Var307, 1.0, 0.0
Var308, 1.0, 0.97614
Var309, 1.0, 0.46384000000000003
Var310, 1.0, 0.0010200000000000209
Var311, 1.0, 0.0005399999999999849
Var312, 1.0, 0.0012799999999999478
Var313, 1.0, 0.0018799999999999928
Var314, 1.0, 4.0000000000040004e-05
Var315, 1.0, 0.86168
Var316, 1.0, 0.00031999999999998696
Var317, 1.0, 0.07067999999999997
Var318, 1.0, 0.01197999999999999
Var319, 1.0, 0.0
Var320, 1.0, 0.0004999999999999449
Var321, 1.0, 0.0048799999999999955
Var322, 1.0, 0.0007000000000000339
Var323, 1.0, 0.84228
Var324, 1.0, 0.00039999999999995595
Var325, 1.0, 0.00048000000000003595
Var326, 1.0, 0.0008399999999999519
Var327, 1.0, 0.008260000000000045
Var328, 1.0, 0.00041999999999997595
Var329, 1.0, 0.0019000000000000128
Var330, 1.0, 0.0044399999999999995
Var331, 1.0, 0.0033800000000000496
Var332, 1.0, 0.00038000000000004697
Var333, 1.0, 0.005719999999999947
Var334, 1.0, 5.999999999994898e-05
Var335, 1.0, 0.19967999999999997
Var336, 1.0, 0.0
Var337, 1.0, 2.0000000000020002e-05
Var338, 1.0, 0.09799999999999998
Var339, 1.0, 0.0012400000000000189
Var340, 1.0, 0.0050400000000000444
Var341, 1.0, 0.49251999999999996
Var342, 1.0, 0.0029000000000000137
Var343, 1.0, 0.0014399999999999968
Var344, 1.0, 0.0031200000000000117
Var345, 1.0, 0.054139999999999966
Var346, 1.0, 0.0010000000000000009
Var347, 1.0, 0.0
Var348, 1.0, 0.0019000000000000128
Var349, 1.0, 0.05822000000000005
Var350, 1.0, 0.41062
Var351, 1.0, 0.0050000000000000044
Var352, 1.0, 0.0039799999999999836
Var353, 1.0, 0.0005399999999999849
Var354, 1.0, 0.0028599999999999737
Var355, 1.0, 0.005900000000000016
Var356, 1.0, 0.037900000000000045
Var357, 1.0, 0.10973999999999995
Var358, 1.0, 0.00880000000000003
Var359, 0.03158000000000005, 0.9684200000000001
Var360, 1.0, 4.0000000000040004e-05
Var361, 1.0, 0.0005600000000000049
Var362, 1.0, 0.00046000000000001595
Var363, 1.0, 0.00017999999999995797
Var364, 1.0, 7.999999999996898e-05
Var365, 1.0, 0.005920000000000036
Var366, 1.0, 9.999999999998899e-05
Var367, 1.0, 0.021360000000000046
Var368, 1.0, 0.0010999999999999899
Var369, 1.0, 0.000260000000000038
Var370, 1.0, 0.0
Var371, 1.0, 0.0
Var372, 1.0, 0.006979999999999986
Var373, 1.0, 0.09208000000000005
Var374, 1.0, 0.0005399999999999849
Var375, 1.0, 0.0029400000000000537
Var376, 1.0, 0.0012600000000000389
Var377, 1.0, 0.82664
Var378, 1.0, 0.14734000000000003
Var379, 1.0, 0.0005199999999999649
Var380, 1.0, 0.000140000000000029
Var381, 1.0, 0.00017999999999995797
Var382, 1.0, 0.81218
Var383, 1.0, 0.9597
Var384, 1.0, 0.0
Var385, 1.0, 0.0029799999999999827
Var386, 1.0, 0.21830000000000005
Var387, 1.0, 0.0
Var388, 1.0, 0.00043999999999999595
Var389, 1.0, 0.000140000000000029
Var390, 1.0, 0.00038000000000004697
Var391, 1.0, 0.0
Var392, 1.0, 0.0
Var393, 1.0, 0.6402
Var394, 1.0, 7.999999999996898e-05
Var395, 1.0, 0.84636
Var396, 1.0, 0.0011600000000000499
Var397, 1.0, 0.049799999999999955
Var398, 1.0, 0.32220000000000004
Var399, 1.0, 0.0004999999999999449
Var400, 1.0, 0.0
Var401, 1.0, 0.011159999999999948
Var402, 1.0, 0.0012799999999999478
Var403, 1.0, 0.000140000000000029
Var404, 1.0, 0.0013999999999999568
Var405, 1.0, 0.0038799999999999946
Var406, 1.0, 0.10226000000000002
Var407, 1.0, 0.022159999999999958
Var408, 1.0, 0.06594
Var409, 1.0, 0.16942000000000002
Var410, 1.0, 5.999999999994898e-05
Var411, 1.0, 0.007059999999999955
Var412, 1.0, 0.005879999999999996
Var413, 1.0, 0.0
Var414, 1.0, 0.0021400000000000308
Var415, 1.0, 0.0029400000000000537
Var416, 1.0, 0.9705
Var417, 1.0, 0.0009799999999999809
Var418, 1.0, 0.0004999999999999449
Var419, 1.0, 0.00043999999999999595
Var420, 1.0, 0.92252
Var421, 1.0, 0.0025800000000000267
Var422, 1.0, 0.006000000000000005
Var423, 1.0, 0.00017999999999995797
Var424, 1.0, 0.0004999999999999449
Var425, 1.0, 0.0
Var426, 1.0, 0.00046000000000001595
Var427, 1.0, 0.09092
Var428, 1.0, 0.0006800000000000139
Var429, 1.0, 0.05935999999999997
Var430, 1.0, 0.0
Var431, 1.0, 4.0000000000040004e-05
Var432, 1.0, 0.001040000000000041
Var433, 1.0, 0.00012000000000000899
Var434, 1.0, 0.0009000000000000119
Var435, 1.0, 0.00019999999999997797
Var436, 1.0, 0.0008000000000000229
Var437, 1.0, 4.0000000000040004e-05
Var438, 1.0, 0.0023400000000000087
Var439, 1.0, 0.007460000000000022
Var440, 1.0, 0.05922000000000005
Var441, 1.0, 0.0034999999999999476
Var442, 1.0, 0.0009599999999999609
Var443, 1.0, 0.0007399999999999629
Var444, 1.0, 0.00021999999999999797
Var445, 1.0, 0.0009000000000000119
Var446, 1.0, 0.88524
Var447, 1.0, 0.0030999999999999917
Var448, 1.0, 0.0006199999999999539
Var449, 1.0, 0.08442000000000005
Var450, 1.0, 0.0
Var451, 1.0, 0.00024000000000001798
Var452, 1.0, 0.0
Var453, 1.0, 0.0030999999999999917
Var454, 1.0, 0.0014199999999999768
Var455, 1.0, 0.006040000000000045
Var456, 1.0, 0.0009400000000000519
Var457, 1.0, 0.006700000000000039
Var458, 1.0, 0.52264
Var459, 1.0, 0.0017000000000000348
Var460, 1.0, 2.0000000000020002e-05
Var461, 1.0, 0.0
Var462, 1.0, 5.999999999994898e-05
Var463, 1.0, 0.000160000000000049
Var464, 1.0, 5.999999999994898e-05
Var465, 1.0, 0.0010000000000000009
Var466, 1.0, 4.0000000000040004e-05
Var467, 1.0, 0.0021999999999999797
Var468, 1.0, 0.00038000000000004697
Var469, 1.0, 0.08801999999999999
Var470, 1.0, 0.0010000000000000009
Var471, 1.0, 0.0040200000000000236
Var472, 1.0, 0.02398
Var473, 1.0, 0.00041999999999997595
Var474, 1.0, 0.00034000000000000696
Var475, 1.0, 0.0008200000000000429
Var476, 1.0, 0.0018200000000000438
Var477, 1.0, 0.0010000000000000009
Var478, 1.0, 4.0000000000040004e-05
Var479, 1.0, 0.0023600000000000287
Var480, 1.0, 0.0006199999999999539
Var481, 1.0, 0.0044999999999999485
Var482, 1.0, 0.00019999999999997797
Var483, 1.0, 0.007319999999999993
Var484, 1.0, 0.00027999999999994696
Var485, 1.0, 0.0005600000000000049
Var486, 1.0, 0.011880000000000002
Var487, 1.0, 0.0018799999999999928
Var488, 1.0, 0.03156000000000003
Var489, 1.0, 0.0023600000000000287
Var490, 1.0, 0.0023800000000000487
Var491, 1.0, 0.0016199999999999548
Var492, 1.0, 0.0008399999999999519
Var493, 1.0, 0.00029999999999996696
Var494, 1.0, 0.03508
Var495, 1.0, 0.000140000000000029
Var496, 1.0, 0.0015800000000000258
Var497, 1.0, 0.005140000000000033
Var498, 1.0, 0.0045199999999999685
Var499, 1.0, 0.0014199999999999768
Var500, 1.0, 0.0050400000000000444
Var501, 1.0, 0.007020000000000026
Var502, 1.0, 0.00024000000000001798
Var503, 1.0, 9.999999999998899e-05
Var504, 1.0, 0.9302
Var505, 1.0, 0.0020000000000000018
Var506, 1.0, 0.01434000000000002
Var507, 1.0, 0.000260000000000038
Var508, 1.0, 0.005160000000000053
Var509, 1.0, 0.21843999999999997
Var510, 1.0, 0.0023199999999999887
Var511, 1.0, 0.0011999999999999789
Var512, 1.0, 0.000160000000000049
Var513, 1.0, 0.05922000000000005
Var514, 1.0, 0.83914
Var515, 1.0, 0.0
Var516, 1.0, 0.0
Var517, 1.0, 0.000260000000000038
Var518, 1.0, 0.0031999999999999806
Var519, 1.0, 0.0035399999999999876
Var520, 1.0, 0.000140000000000029
Var521, 1.0, 0.0010799999999999699
Var522, 1.0, 0.005659999999999998
Var523, 1.0, 0.5535399999999999
Var524, 1.0, 0.00653999999999999
Var525, 1.0, 0.00043999999999999595
Var526, 1.0, 0.0012199999999999989
Var527, 1.0, 0.0
Var528, 1.0, 0.00012000000000000899
Var529, 1.0, 0.007419999999999982
Var530, 1.0, 0.0013199999999999878
Var531, 1.0, 0.0017000000000000348
Var532, 1.0, 0.0
Var533, 1.0, 0.0043600000000000305
Var534, 1.0, 9.999999999998899e-05
Var535, 1.0, 0.024399999999999977
Var536, 1.0, 0.005580000000000029
Var537, 1.0, 0.008240000000000025
Var538, 1.0, 0.0019400000000000528
Var539, 1.0, 0.0009799999999999809
Var540, 1.0, 0.005099999999999993
Var541, 1.0, 0.23304000000000002
Var542, 1.0, 0.8601
Var543, 1.0, 0.10892000000000002
Var544, 1.0, 0.0007399999999999629
Var545, 1.0, 0.0
Var546, 1.0, 0.0009200000000000319
Var547, 1.0, 0.005839999999999956
Var548, 1.0, 0.0
Var549, 1.0, 0.00012000000000000899
Var550, 1.0, 0.0019200000000000328
Var551, 1.0, 0.8418
Var552, 1.0, 0.015719999999999956
Var553, 1.0, 7.999999999996898e-05
Var554, 1.0, 0.0009400000000000519
Var555, 1.0, 0.0
Var556, 1.0, 0.83796
Var557, 1.0, 0.00024000000000001798
Var558, 0.88922, 0.79732
Var559, 1.0, 0.022540000000000004
Var560, 1.0, 0.0005600000000000049
Var561, 1.0, 5.999999999994898e-05
Var562, 1.0, 0.0012600000000000389
Var563, 1.0, 0.10226000000000002
Var564, 1.0, 0.04825999999999997
Var565, 1.0, 0.0009000000000000119
Var566, 1.0, 0.0
Var567, 1.0, 0.0
Var568, 1.0, 0.0007200000000000539
Var569, 1.0, 0.014379999999999948
Var570, 1.0, 0.022599999999999953
Var571, 1.0, 0.024499999999999966
Var572, 1.0, 0.11341999999999997
Var573, 1.0, 0.009739999999999971
Var574, 1.0, 0.00021999999999999797
Var575, 1.0, 0.00017999999999995797
Var576, 1.0, 0.35472000000000004
Var577, 1.0, 0.0006000000000000449
Var578, 1.0, 0.0020999999999999908
Var579, 1.0, 0.0
Var580, 1.0, 7.999999999996898e-05
Var581, 1.0, 0.0
Var582, 1.0, 0.0
Var583, 1.0, 2.0000000000020002e-05
Var584, 1.0, 0.09911999999999999
Var585, 1.0, 0.007460000000000022
Var586, 1.0, 0.0037399999999999656
Var587, 1.0, 7.999999999996898e-05
Var588, 1.0, 5.999999999994898e-05
Var589, 1.0, 0.0
Var590, 1.0, 0.8609
Var591, 1.0, 0.07265999999999995
Var592, 1.0, 0.0016599999999999948
Var593, 1.0, 0.00034000000000000696
Var594, 1.0, 0.02302000000000004
Var595, 1.0, 0.00546000000000002
Var596, 1.0, 0.018120000000000025
Var597, 0.014040000000000052, 1.0
Var598, 1.0, 0.0
Var599, 1.0, 5.999999999994898e-05
Var600, 1.0, 0.00034000000000000696
Var601, 1.0, 0.011519999999999975
Var602, 1.0, 0.13014000000000003
Var603, 1.0, 0.008360000000000034
Var604, 1.0, 0.0020599999999999508
Var605, 1.0, 0.04623999999999995
Var606, 1.0, 0.008660000000000001
Var607, 1.0, 0.0013199999999999878
Var608, 0.014040000000000052, 0.98898
Var609, 1.0, 5.999999999994898e-05
Var610, 1.0, 2.0000000000020002e-05
Var611, 1.0, 0.95748
Var612, 1.0, 0.02214000000000005
Var613, 1.0, 0.0019200000000000328
Var614, 1.0, 0.006099999999999994
Var615, 1.0, 0.013379999999999947
Var616, 1.0, 0.012619999999999965
Var617, 1.0, 0.03080000000000005
Var618, 1.0, 0.025699999999999945
Var619, 1.0, 0.000260000000000038
Var620, 1.0, 0.87612
Var621, 1.0, 0.80138
Var622, 1.0, 0.0048000000000000265
Var623, 1.0, 0.0029799999999999827
Var624, 1.0, 0.000160000000000049
Var625, 1.0, 0.0027000000000000357
Var626, 1.0, 0.0011400000000000299
Var627, 1.0, 0.015880000000000005
Var628, 1.0, 0.011600000000000055
Var629, 1.0, 0.005920000000000036
Var630, 1.0, 0.00017999999999995797
Var631, 1.0, 0.24658000000000002
Var632, 1.0, 2.0000000000020002e-05
Var633, 1.0, 0.049780000000000046
Var634, 1.0, 0.97602
Var635, 1.0, 0.0008000000000000229
Var636, 1.0, 0.82664
Var637, 1.0, 0.0004999999999999449
Var638, 1.0, 0.00041999999999997595
Var639, 1.0, 0.0046199999999999575
Var640, 1.0, 0.00041999999999997595
Var641, 1.0, 0.000160000000000049
Var642, 1.0, 0.008700000000000041
Var643, 1.0, 0.0007399999999999629
Var644, 1.0, 0.0010200000000000209
Var645, 1.0, 0.018140000000000045
Var646, 0.88942, 0.98668
Var647, 1.0, 0.015059999999999962
Var648, 1.0, 0.0011999999999999789
Var649, 1.0, 0.37242
Var650, 1.0, 0.005319999999999991
Var651, 1.0, 0.0009599999999999609
Var652, 1.0, 0.00031999999999998696
Var653, 1.0, 0.0005199999999999649
Var654, 1.0, 0.00021999999999999797
Var655, 1.0, 0.0004999999999999449
Var656, 1.0, 0.00043999999999999595
Var657, 1.0, 0.00029999999999996696
Var658, 1.0, 0.0010799999999999699
Var659, 1.0, 0.00029999999999996696
Var660, 1.0, 0.00017999999999995797
Var661, 1.0, 0.05922000000000005
Var662, 1.0, 0.014839999999999964
Var663, 1.0, 0.0038200000000000456
Var664, 1.0, 0.006419999999999981
Var665, 1.0, 0.0045199999999999685
Var666, 1.0, 7.999999999996898e-05
Var667, 1.0, 4.0000000000040004e-05
Var668, 1.0, 0.09077999999999997
Var669, 1.0, 0.0012799999999999478
Var670, 1.0, 0.005820000000000047
Var671, 1.0, 7.999999999996898e-05
Var672, 0.024819999999999953, 0.98122
Var673, 1.0, 0.055479999999999974
Var674, 1.0, 0.0
Var675, 1.0, 0.56004
Var676, 1.0, 0.0
Var677, 1.0, 0.0008599999999999719
Var678, 1.0, 0.16564
Var679, 1.0, 0.0037000000000000366
Var680, 1.0, 0.022199999999999998
Var681, 1.0, 0.007179999999999964
Var682, 1.0, 0.020440000000000014
Var683, 1.0, 0.0010200000000000209
Var684, 1.0, 0.019399999999999973
Var685, 1.0, 0.42388000000000003
Var686, 1.0, 0.0014800000000000368
Var687, 1.0, 0.21362000000000003
Var688, 1.0, 0.0
Var689, 1.0, 0.0047599999999999865
Var690, 1.0, 7.999999999996898e-05
Var691, 1.0, 4.0000000000040004e-05
Var692, 1.0, 0.03635999999999995
Var693, 1.0, 0.00021999999999999797
Var694, 1.0, 0.00017999999999995797
Var695, 1.0, 0.0
Var696, 1.0, 0.0023400000000000087
Var697, 1.0, 0.99964
Var698, 1.0, 0.0033199999999999896
Var699, 1.0, 0.00038000000000004697
Var700, 1.0, 0.00036000000000002697
Var701, 1.0, 0.0036199999999999566
Var702, 1.0, 0.19476000000000004
Var703, 1.0, 0.0040799999999999725
Var704, 1.0, 0.0040599999999999525
Var705, 1.0, 0.96858
Var706, 1.0, 0.027699999999999947
Var707, 1.0, 0.0013400000000000079
Var708, 1.0, 0.02081999999999995
Var709, 1.0, 0.0029599999999999627
Var710, 1.0, 0.000140000000000029
Var711, 1.0, 0.00024000000000001798
Var712, 1.0, 0.020299999999999985
Var713, 1.0, 0.0013400000000000079
Var714, 1.0, 0.22197999999999996
Var715, 1.0, 0.8631800000000001
Var716, 1.0, 0.0009599999999999609
Var717, 1.0, 0.00027999999999994696
Var718, 1.0, 0.0006800000000000139
Var719, 1.0, 7.999999999996898e-05
Var720, 1.0, 0.8051
Var721, 1.0, 0.007220000000000004
Var722, 0.006659999999999999, 0.99346
Var723, 1.0, 0.97502
Var724, 1.0, 0.0005800000000000249
Var725, 1.0, 0.02946000000000004
Var726, 1.0, 0.00012000000000000899
Var727, 1.0, 0.0
Var728, 1.0, 9.999999999998899e-05
Var729, 1.0, 7.999999999996898e-05
Var730, 1.0, 0.0016800000000000148
Var731, 1.0, 0.0005199999999999649
Var732, 1.0, 0.13998
Var733, 1.0, 0.00027999999999994696
Var734, 1.0, 0.5218
Var735, 1.0, 0.00021999999999999797
Var736, 1.0, 0.0014600000000000168
Var737, 1.0, 0.005820000000000047
Var738, 1.0, 0.0021799999999999597
Var739, 1.0, 0.80706
